445.4, 491.9
608.2, 957.7
111.1, 614.4
433.4, 427.9
323.5, 594.8
188, 753.2
908.6, 839.3
617, 244.4
666.3, 951.2
561.6, 681.8
503.9, 383.3
222, 762.2
679.6, 573
64.5, 913.7
48, 97.7
465.2, 50.2
885.6, 237
998, 329.8
352.7, 805
857.9, 783.9
149.9, 955.7
78.9, 677.4
137, 983.4
317.7, 566.4
991.9, 691.6
259.3, 401.9
730.5, 344.1
431.7, 374.9
633.5, 332.1
9.2, 969.2
833.3, 659.7
235.9, 347.6
194, 6.5
429.1, 485
834.1, 165
224.5, 623.1
544, 936.8
229.1, 680
750.7, 342.9
560.4, 230.5
594.8, 141.6
702.9, 878.5
71, 934.1
614.2, 88.3
218.2, 481.4
306.6, 398.8
644.4, 562.7
32.3, 18.6
566, 727.6
352.5, 941
303.1, 460.2
503.1, 305.2
292.3, 566.6
628.5, 913.5
76.9, 385.1
273.9, 734.5
67.2, 707.1
460.4, 317.6
704.4, 986.6
255, 246.1
813.9, 552.6
851.2, 767.8
644.5, 541.2
241.1, 286.5
305.7, 216.6
849.6, 458.7
939.7, 203
378.5, 716.7
109.3, 16.9
228.4, 406.3
98, 651
510.7, 648.9
379.7, 964.3
885, 89.5
622, 292.6
447.1, 907.5
676.7, 178.4
117.2, 696.6
937.8, 985.9
517, 901.9
800.5, 608.5
71.5, 541.8
254.3, 582.5
992.9, 572.1
623.9, 917.1
213.2, 859.8
317.2, 459.8
99.9, 730.5
38, 888
626.2, 106
114.2, 610.9
361.9, 557.2
419.8, 267.4
314.7, 97.9
334.5, 790.8
977.7, 228.1
483.6, 510.7
447.8, 816.1
787.3, 680.9
770.8, 655.7
980.3, 515.5
667.7, 450.5
47.5, 24.7
8.9, 104.2
476.2, 53.6
161.8, 325.6
307.4, 214.4
52, 5.2
357.4, 277.5
191.9, 667.8
790.8, 861.7
355.4, 642.9
284.4, 377.6
165.3, 786.4
109.3, 474.3
825.7, 506.1
551, 189.3
138.5, 134.8
628.7, 478
910.6, 10
190.1, 311.5
848.1, 888.5
252.4, 471
87.1, 979.7
213, 86.1
981.1, 130.5
26, 783.4
605.8, 756.6
68.3, 609.3
415.7, 473.5
621.6, 118.9
448.2, 41.3
263.8, 800.5
589.9, 959.2
68.4, 306.6
458.3, 616.7
107.3, 434
990, 379.5
62.7, 960.1
520.4, 909.8
689.9, 958.6
989.7, 737.3
814.1, 148.8
473.9, 946.3
563.5, 872.5
913.3, 429.3
658.7, 22.1
177.6, 625.4
42.1, 401.6
254.2, 872.7
609.9, 698.2
767.7, 402
696.5, 235
431.3, 721
604.9, 623.8
688.3, 400.9
405.5, 114.4
334.9, 519.2
452.1, 46.2
516.6, 706.7
277.1, 143.6
181.8, 631.5
389.9, 199.3
953.7, 76.3
858, 787.2
877.2, 544.5
725.6, 296.6
605.7, 599.4
315, 662.4
163.3, 193.8
238.3, 453.2
341.5, 900.9
689.2, 390.7
324, 793.5
903.2, 208.9
83.1, 317.9
898.8, 975.2
110.9, 756.4
23.3, 415.4
852.4, 115.8
898.8, 394.1
857.3, 684.9
35.8, 868.2
786.1, 210.9
294, 362.7
454.1, 87.3
106.4, 210.8
608.6, 57.9
742.7, 503.1
978.6, 424.5
117, 322.5
751.3, 328.4
693.2, 484.6
282.7, 331.1
809.5, 611.6
901.9, 760.1
347.6, 48.9
779.7, 370.5
653.7, 378
272.9, 86.3
262.6, 219.2
996.9, 479.1
479, 686.7
290.6, 269
664.1, 405.3
203.4, 337.6
24.2, 995.1
722.1, 355.4
380.3, 565.7
566.8, 264.9
346.4, 117.2
481.9, 152.4
275.8, 63.5
845.4, 872.6
456.3, 975.9
490.1, 569.3
210, 361.9
577.6, 642.3
644.6, 991.1
989.4, 921.3
835.9, 244.9
99.4, 788.3
707.7, 884.9
670.1, 701.7
4.7, 822.5
485.8, 258.8
685.1, 147
804.1, 336.2
150, 177.5
693.7, 490.5
780.3, 393.4
338.6, 209.4
786, 150.4
762.5, 582.7
854.3, 380.9
566.1, 823.4
174.8, 418.5
922.3, 883.5
249.9, 490.4
552, 288
291.9, 726.4
849.8, 594.7
736, 83.2
975.7, 470.8
451.7, 849.1
120.3, 888
44.9, 250.1
420.2, 40.5
339.5, 629.8
105.1, 204.7
815.7, 122.7
433.1, 328.9
746, 222.8
184.4, 858.6
754.6, 98.8
871.2, 402.5
994.5, 495.4
160.7, 802.8
476.1, 43.2
143.6, 987.5
910.2, 393.3
189.5, 433.9
799.5, 770.7
969.1, 926.1
195.7, 958.8
372.6, 605.9
238.3, 890
177.3, 651.4
240.8, 604.5
402, 606.7
46.1, 396.1
900.2, 766.5
725.1, 196.1
285.9, 708.7
457.3, 231.9
221.9, 188
849.3, 467.7
240.9, 46.7
697.5, 411.8
989.3, 470.8
671.3, 310.3
291.8, 0.7
929, 195.7
15.8, 869.9
816.2, 507.7
986.7, 963.4
542.8, 236.1
359.6, 416.6
778.8, 568.7
901.7, 358.4
114.3, 579.4
700.8, 783.3
146.6, 405.9
290.5, 42.8
896, 899.1
100.3, 997.5
328.4, 745.6
314.9, 772.9
939.1, 360.1
582.7, 127.2
799.4, 318.3
781.5, 243.9
807.7, 70.4
54.1, 903.3
443.3, 74.1
205.7, 323.4
375.2, 164
37.2, 874.5
306.5, 898.9
326.8, 489.2
380.9, 174.8
589, 92.5
965.6, 560.2
904.3, 157
261.6, 513.7
549.7, 518.1
754.6, 906.6
741.3, 535.5
273.5, 538.3
966.1, 305.6
297.1, 664.2
399.6, 883.7
70.8, 920.3
128.4, 875.1
146.5, 524
0.9, 559.4
718.3, 755
168.9, 215.3
849, 602.6
837.3, 48.6
579.2, 135.6
576.9, 170.4
413.4, 768
258.1, 242.7
644.7, 716.8
305.3, 562.6
996.5, 774.3
440.9, 590
646.6, 132.2
366.7, 874.6
596.4, 620.9
211.5, 393.4
731.3, 997.2
946.5, 876.1
680, 66
30.3, 443.8
563.7, 626.5
96.5, 16.1
968.1, 760.1
630.6, 386.9
474.6, 530.5
16.4, 621.3
50.7, 38.9
564.2, 705.2
673.7, 211.6
776.7, 943.2
111.5, 16.3
84.4, 962.4
602.7, 778.1
94.1, 879.2
802.2, 252.8
382.2, 7
225.2, 417.1
428.6, 755
229, 938.7
178.3, 160.4
418.6, 822.5
243.1, 900.4
85, 229.4
72, 24.4
662.6, 261.3
734.5, 878.4
198, 95.5
846, 435.9
903.3, 81.7
730.6, 132.9
146.5, 810.7
137.9, 268.2
813.1, 112.1
729.1, 509
144.4, 990.4
500.4, 233
662.6, 584.3
249.7, 571.2
92.6, 914.6
895.7, 573.7
675.4, 924.3
768.8, 892.8
553, 721.6
92.3, 554.4
46.6, 997.2
508.6, 525.3
414.2, 942.9
270.9, 948.9
767.5, 168.3
268.7, 668.2
184.1, 764.1
378.8, 313.9
28.1, 847.1
299.1, 154.4
174.1, 344.7
424.9, 688.4
241.2, 17.3
943.9, 743
316.6, 503.3
951.6, 504.3
668.2, 627.3
408.6, 367.5
998.4, 89.9
385.5, 917
220.6, 609.2
545.2, 428.1
86, 399
826, 466.9
252.7, 731.8
988.2, 933.4
266.3, 56.4
107.4, 969.7
70, 449.7
325.5, 800.5
937.9, 909
642, 798.4
432.2, 406.5
240.6, 902.5
144.4, 584.5
638.6, 270.6
550.4, 273.3
727.2, 518.8
466.1, 550.7
777.2, 679.2
945.9, 160.8
540.6, 684.2
358.2, 702.5
318.1, 620.2
69.5, 927.7
27.3, 563.5
154.4, 729.7
923.6, 658.9
762.6, 329.7
352.3, 380.6
847, 779
181.1, 50.5
484, 99
929.5, 624.7
792.3, 214.9
927.5, 184.5
721.2, 728.5
555.4, 221.5
695.6, 602.4
997.5, 659
160.7, 943.7
340.8, 110.3
584, 388.6
945, 405.1
0.5, 591
44.6, 201.1
987.5, 145.6
618.7, 81.9
252.1, 943.6
821.5, 996.5
220.1, 649.3
212.7, 40.2
4, 233.1
714.6, 261.2
474.8, 516.4
559.9, 515
396, 550.8
446.6, 994.4
431.1, 599.4
984.6, 344.8
487.5, 132.5
194.5, 621.1
208.2, 849.2
992.2, 444.9
294, 438
66.6, 754.1
793.2, 892.1
435.9, 458.1
15.2, 367.4
945.5, 99.7
523.1, 142.2
571.1, 498.9
877, 422
207.2, 80.2
805.3, 871.3
585.7, 669.5
74.4, 603.3
583.6, 529.6
25, 292.6
777.4, 74
14.2, 375.9
94.1, 380.7
506.4, 379.1
537.1, 388.9
430.5, 71.2
542.1, 608.8
469.2, 834.6
695.4, 655.6
973.3, 695.7
543.3, 821.1
154.1, 362.4
587.6, 853.7
556.2, 228.4
435.8, 789
679.4, 134.7
404.8, 986.1
88.4, 139.5
703.5, 909
732, 157.6
9, 861.2
215.2, 42.2
742.1, 47.9
900.2, 46.7
412.4, 493.3
342.4, 104.6
890.5, 478.3
307.9, 580
549.3, 57.9
532.5, 88.7
659.9, 642.5
227, 281.4
798.3, 638.1
821.9, 658.6
999.9, 298.5
509.4, 199.4
955.6, 574
135.4, 908.4
261.7, 192.2
8.5, 995
3.4, 93.4
250.1, 891.8
238.9, 781
639.3, 429.3
69.6, 35.8
193.8, 309.7
300.7, 687.9
366.2, 348.9
433.7, 912.5
57.2, 406.5
162.5, 503.8
198.3, 309.3
297, 243
444.9, 560.4
287.2, 276.9
225.8, 46.5
306.8, 98.4
691.7, 10.4
255.1, 528.9
835.1, 109.1
500.3, 45
533.2, 661.7
696.7, 918.1
503.8, 99.5
416.9, 233.1
133.7, 929.7
544.2, 734.6
994.7, 133.4
617.4, 201.2
247, 142.8
423.7, 258.7
345.9, 328.5
743.7, 78.7
813.9, 109
984.9, 634.7
781.6, 356.1
554.8, 261.8
484.9, 69.5
844.3, 327.4
559.4, 350.9
81.4, 308.3
397.3, 413.7
603.8, 407.8
810.8, 763.6
158.4, 752.7
33.3, 207.5
100.5, 892.9
635.8, 61.4
112.8, 778.7
138, 802.2
639.6, 109.4
63.4, 535.4
310.8, 200.3
487.4, 532.1
469.9, 585.3
8, 857.2
